movie_id,title,release_year,runtime_minutes,primary_genre,language,country,content_rating,is_short_film,budget_usd,marketing_budget_usd,director_score,cast_score,imdb_score,rating_category
TMDB-13768,Tuck Everlasting,2004,110,Action,Tamil,India,PG-13,0,101000000,30300000,8.4,6.0,7.1,Medium
TMDB-8975,The Marine,2001,104,Mystery,Hindi,India,R,0,50000000,15000000,6.8,6.2,6.4,Medium
TMDB-342521,Keanu,2021,138,Sci-Fi,French,France,PG-13,0,94000000,28200000,6.8,8.5,7.2,Medium
TMDB-45272,Country Strong,2018,156,Thriller,German,France,PG-13,0,67000000,20100000,8.4,5.8,7.0,Medium
TMDB-9424,Disturbing Behavior,2000,133,Documentary,Hindi,India,R,0,49000000,14700000,6.8,6.8,6.6,Medium
TMDB-97367,The Place Beyond the Pines,2004,104,Horror,Tamil,India,PG-13,0,5000000,1500000,7.6,9.0,7.8,High
TMDB-254904,The November Man,2010,166,Thriller,Japanese,France,PG-13,0,107000000,32100000,9.8,9.6,9.0,High
TMDB-18681,Eye of the Beholder,2009,123,Sci-Fi,English,USA,PG-13,0,34000000,10200000,7.6,8.0,7.4,Medium
TMDB-12162,The Hurt Locker,2021,99,Mystery,French,France,PG-13,0,70000000,21000000,8.4,6.3,7.2,Medium
TMDB-11495,Firestarter,2017,150,Romance,Tamil,India,PG-13,0,66000000,19800000,9.2,6.8,7.7,High
TMDB-64689,Killing Them Softly,2022,96,Thriller,Telugu,India,PG-13,0,47000000,14100000,7.6,7.4,7.2,Medium
TMDB-157849,A Most Wanted Man,2006,150,Action,Hindi,India,PG-13,0,31000000,9300000,8.4,8.4,7.9,High
TMDB-13166,Freddy Got Fingered,2000,113,Documentary,German,France,PG-13,0,49000000,14700000,6.8,10.0,7.8,High
TMDB-15511,VeggieTales: The Pirates Who Don't Do Anything,2012,136,Thriller,Korean,France,R,0,37000000,11100000,6.8,6.8,6.6,Medium
TMDB-37003,U2 3D,2005,167,Animation,English,USA,R,0,78000000,23400000,8.4,5.5,6.9,Medium
TMDB-12211,Highlander: Endgame,2011,103,Sci-Fi,German,France,R,0,84000000,25200000,7.6,5.7,6.6,Medium
TMDB-13816,Idlewild,2004,152,Comedy,Japanese,France,PG-13,0,53000000,15900000,6.8,8.0,7.1,Medium
TMDB-51828,One Day,2004,146,Thriller,Japanese,France,PG-13,0,77000000,23100000,7.6,8.7,7.7,High
TMDB-22798,Whip It,2002,166,Thriller,English,USA,R,0,27000000,8100000,6.8,7.4,6.9,Medium
TMDB-7501,Knockaround Guys,2001,156,Drama,French,France,PG-13,0,2000000,600000,7.6,8.8,7.7,High
TMDB-10743,Confidence,2020,153,Documentary,Japanese,France,PG-13,0,69000000,20700000,8.4,7.5,7.6,High
TMDB-37718,The Muse,2004,91,Thriller,Telugu,India,R,0,77000000,23100000,6.8,6.6,6.6,Medium
TMDB-15237,De-Lovely,2012,149,Horror,Hindi,India,PG-13,0,85000000,25500000,9.2,7.5,8.0,High
TMDB-9686,New York Stories,2016,149,Horror,Telugu,India,PG-13,0,65000000,19500000,9.8,7.6,8.3,High
TMDB-17644,Barney's Great Adventure,2002,157,Comedy,Japanese,France,R,0,3000000,900000,6.8,5.0,6.0,Medium
TMDB-97430,The Man with the Iron Fists,2022,151,Thriller,Korean,France,R,0,47000000,14100000,6.8,7.5,6.9,Medium
TMDB-12257,Home Fries,2013,111,Drama,Japanese,France,PG-13,0,62000000,18600000,9.2,6.0,7.4,Medium
TMDB-13539,Here On Earth,2016,96,Thriller,German,France,R,0,17000000,5100000,6.8,6.0,6.4,Medium
TMDB-68,Brazil,2011,167,Animation,Hindi,India,PG-13,0,108000000,32400000,9.8,7.6,8.3,High
TMDB-14024,Raise Your Voice,2004,151,Thriller,Japanese,France,R,0,77000000,23100000,7.6,6.4,6.9,Medium
TMDB-115,The Big Lebowski,2014,168,Documentary,French,France,PG-13,0,39000000,11700000,9.8,9.9,9.1,High
TMDB-7874,Black Snake Moan,2009,93,Sci-Fi,Japanese,France,PG-13,0,34000000,10200000,7.6,6.8,7.0,Medium
TMDB-4911,Dark Blue,2014,89,Horror,Korean,France,PG-13,0,15000000,4500000,9.2,7.0,7.8,High
TMDB-1988,A Mighty Heart,2011,150,Romance,Korean,France,PG-13,0,36000000,10800000,9.8,6.8,8.0,High
TMDB-16222,Whatever It Takes,2022,108,Documentary,Japanese,France,PG-13,0,119000000,35700000,7.6,7.4,7.2,Medium
TMDB-9557,Boat Trip,2012,139,Horror,Spanish,France,R,0,85000000,25500000,6.8,6.6,6.6,Medium
TMDB-9026,The Importance of Being Earnest,2016,112,Comedy,Telugu,India,PG-13,0,113000000,33900000,8.4,6.3,7.2,Medium
TMDB-57943,The Love Letter,2014,100,Action,English,USA,R,0,111000000,33300000,6.8,5.5,6.2,Medium
TMDB-18276,Hoot,2018,140,Action,Telugu,India,R,0,91000000,27300000,6.8,6.2,6.4,Medium
TMDB-8321,In Bruges,2000,110,Action,Hindi,India,PG-13,0,1000000,300000,7.6,7.9,7.4,Medium
TMDB-72359,Peeples,2012,89,Horror,Japanese,France,R,0,85000000,25500000,6.8,6.2,6.4,Medium
TMDB-10186,The Rocker,2023,146,Drama,Hindi,India,PG-13,0,72000000,21600000,9.2,7.6,8.0,High
TMDB-25704,Post Grad,2021,127,Animation,English,USA,PG-13,0,118000000,35400000,7.6,8.7,7.7,High
TMDB-133694,Promised Land,2023,159,Mystery,French,France,PG-13,0,120000000,36000000,9.8,6.8,8.0,High
TMDB-19265,Whatever Works,2006,157,Comedy,Japanese,France,PG-13,0,103000000,30900000,9.8,7.4,8.2,High
TMDB-36047,The In Crowd,2016,105,Action,English,USA,R,0,41000000,12300000,7.6,6.3,6.8,Medium
TMDB-8053,The Three Burials of Melquiades Estrada,2001,128,Sci-Fi,Korean,France,PG-13,0,74000000,22200000,7.6,6.9,7.0,Medium
TMDB-2290,Jakob the Liar,2022,113,Documentary,Spanish,France,R,0,119000000,35700000,6.8,6.4,6.5,Medium
TMDB-5236,Kiss Kiss Bang Bang,2000,166,Thriller,Japanese,France,PG-13,0,97000000,29100000,7.6,7.6,7.3,Medium
TMDB-6552,Idle Hands,2006,130,Action,German,France,PG-13,0,31000000,9300000,6.8,8.0,7.1,Medium
TMDB-1018,Mulholland Drive,2016,163,Documentary,French,France,PG-13,0,89000000,26700000,9.8,10.0,9.1,High
TMDB-10075,Blood and Chocolate,2021,160,Romance,English,USA,R,0,46000000,13800000,6.8,7.4,6.9,Medium
TMDB-38031,You Will Meet a Tall Dark Stranger,2003,111,Drama,Telugu,India,PG-13,0,52000000,15600000,9.8,8.5,8.6,High
TMDB-42188,Never Let Me Go,2011,90,Romance,Korean,France,PG-13,0,36000000,10800000,7.6,7.9,7.4,Medium
TMDB-112430,The Company,2013,136,Drama,Japanese,France,R,0,62000000,18600000,7.6,6.2,6.8,Medium
TMDB-6687,Transsiberian,2008,124,Horror,Hindi,India,PG-13,0,105000000,31500000,9.8,6.9,8.0,High
TMDB-13853,The Clan of the Cave Bear,2022,140,Action,German,France,R,0,71000000,21300000,6.8,6.1,6.4,Medium
TMDB-31306,Crazy in Alabama,2012,160,Action,Hindi,India,R,0,61000000,18300000,6.8,6.7,6.6,Medium
TMDB-8461,Funny Games,2012,118,Documentary,Japanese,France,PG-13,0,109000000,32700000,8.4,6.2,7.2,Medium
TMDB-331592,Listening,2014,168,Documentary,Tamil,India,R,0,39000000,11700000,6.8,5.7,6.3,Medium
TMDB-47692,Felicia's Journey,2006,121,Thriller,English,USA,PG-13,0,7000000,2100000,9.8,8.0,8.4,High
TMDB-19,Metropolis,2012,86,Thriller,English,USA,R,0,37000000,11100000,6.8,7.5,6.9,Medium
TMDB-10045,District B13,2015,145,Romance,German,France,PG-13,0,16000000,4800000,9.2,8.0,8.1,High
TMDB-400,Things to Do in Denver When You're Dead,2011,86,Drama,English,USA,PG-13,0,12000000,3600000,9.8,6.7,8.0,High
TMDB-253450,The Assassin,2023,131,Drama,Telugu,India,R,0,72000000,21600000,6.8,6.9,6.7,Medium
TMDB-9104,Buffalo Soldiers,2018,123,Documentary,German,France,PG-13,0,19000000,5700000,7.6,6.9,7.0,Medium
TMDB-11190,The Return,2008,114,Horror,Korean,France,R,0,105000000,31500000,6.8,6.2,6.4,Medium
TMDB-16353,Ong Bak 2,2011,162,Animation,Telugu,India,R,0,108000000,32400000,6.8,5.5,6.2,Medium
TMDB-23759,Centurion,2011,160,Romance,Korean,France,PG-13,0,36000000,10800000,8.4,7.6,7.6,High
TMDB-24206,Silent Trigger,2016,88,Documentary,French,France,PG-13,0,89000000,26700000,9.2,5.5,7.3,Medium
TMDB-10185,The Midnight Meat Train,2021,115,Romance,Telugu,India,R,0,46000000,13800000,6.8,6.3,6.5,Medium
TMDB-75033,Winnie Mandela,2018,101,Thriller,English,USA,R,0,67000000,20100000,6.8,6.2,6.4,Medium
TMDB-74536,The Son of No One,2011,89,Mystery,Tamil,India,R,0,60000000,18000000,6.8,7.3,6.8,Medium
TMDB-31668,All The Queen's Men,2006,143,Documentary,Korean,France,PG-13,0,79000000,23700000,8.4,6.1,7.1,Medium
TMDB-13501,The Good Night,2018,91,Thriller,Japanese,France,R,0,67000000,20100000,6.8,6.2,6.4,Medium
TMDB-15208,Bathory: Countess of Blood,2021,104,Mystery,English,USA,PG-13,0,70000000,21000000,6.8,10.0,7.8,High
TMDB-172391,Khumba,2007,133,Sci-Fi,Hindi,India,R,0,104000000,31200000,6.8,7.6,6.9,Medium
TMDB-262543,Automata,2000,89,Horror,English,USA,R,0,25000000,7500000,6.8,7.5,6.9,Medium
TMDB-9288,Dungeons & Dragons: Wrath of the Dragon God,2003,128,Sci-Fi,Korean,France,R,0,4000000,1200000,6.8,5.8,6.3,Medium
TMDB-370980,Chiamatemi Francesco - Il Papa della gente,2012,110,Action,Telugu,India,R,0,61000000,18300000,6.8,6.3,6.5,Medium
TMDB-20083,Shinjuku Incident,2007,158,Sci-Fi,Tamil,India,R,0,104000000,31200000,6.8,6.8,6.6,Medium
TMDB-40880,Pandaemonium,2014,86,Thriller,Tamil,India,PG-13,0,87000000,26100000,6.8,8.5,7.2,Medium
TMDB-137,Groundhog Day,2014,121,Thriller,French,France,PG-13,0,87000000,26100000,9.8,8.6,8.6,High
TMDB-264999,Magic Mike XXL,2020,86,Thriller,Tamil,India,PG-13,0,117000000,35100000,6.8,10.0,7.8,High
TMDB-454,Romeo + Juliet,2021,142,Animation,German,France,PG-13,0,118000000,35400000,9.2,6.8,7.7,High
TMDB-53457,Sarah's Key,2001,142,Animation,Tamil,India,R,0,98000000,29400000,6.8,6.6,6.6,Medium
TMDB-288980,Freedom,2010,139,Horror,Spanish,France,R,0,35000000,10500000,6.8,6.6,6.6,Medium
TMDB-33,Unforgiven,2009,150,Romance,German,France,PG-13,0,106000000,31800000,9.8,9.0,8.8,High
TMDB-1951,Manderlay,2018,151,Thriller,Spanish,France,PG-13,0,67000000,20100000,8.4,6.4,7.2,Medium
TMDB-12405,Slumdog Millionaire,2023,161,Drama,Korean,France,PG-13,0,72000000,21600000,9.8,6.8,8.0,High
TMDB-10998,Fatal Attraction,2011,115,Romance,Tamil,India,PG-13,0,36000000,10800000,9.2,6.7,7.7,High
TMDB-114,Pretty Woman,2015,109,Mystery,Japanese,France,PG-13,0,40000000,12000000,9.8,7.0,8.1,High
TMDB-9396,Crocodile Dundee II,2007,95,Romance,German,France,R,0,56000000,16800000,6.8,6.2,6.4,Medium
TMDB-319910,Broken Horses,2016,85,Action,Korean,France,PG-13,0,41000000,12300000,6.8,7.9,7.0,Medium
TMDB-2604,Born on the Fourth of July,2006,145,Action,Korean,France,PG-13,0,31000000,9300000,9.8,10.0,9.1,High
TMDB-864,Cool Runnings,2016,105,Action,German,France,PG-13,0,41000000,12300000,9.8,6.8,8.0,High
TMDB-14435,My Bloody Valentine,2015,140,Romance,Japanese,France,PG-13,0,16000000,4800000,9.2,6.9,7.8,High
TMDB-1931,Stomp the Yard,2009,132,Animation,German,France,R,0,58000000,17400000,7.6,6.4,6.9,Medium
TMDB-691,The Spy Who Loved Me,2021,127,Animation,French,France,PG-13,0,118000000,35400000,8.4,8.5,8.0,High
TMDB-9877,Urban Legend,2006,142,Comedy,English,USA,PG-13,0,103000000,30900000,7.6,8.1,7.5,High
TMDB-62008,Good Deeds,2001,143,Sci-Fi,Japanese,France,PG-13,0,74000000,22200000,9.8,6.2,7.8,High
TMDB-12227,White Fang,2005,103,Sci-Fi,Korean,France,PG-13,0,54000000,16200000,8.4,6.4,7.2,Medium
TMDB-13824,Superstar,2023,135,Romance,French,France,PG-13,0,96000000,28800000,7.6,8.7,7.7,High
TMDB-71688,The Iron Lady,2002,98,Documentary,French,France,PG-13,0,99000000,29700000,7.6,8.7,7.7,High
TMDB-15173,Jonah: A VeggieTales Movie,2005,104,Mystery,Japanese,France,R,0,30000000,9000000,6.8,6.8,6.6,Medium
TMDB-8291,Poetic Justice,2021,123,Sci-Fi,Spanish,France,PG-13,0,94000000,28200000,9.8,8.4,8.5,High
TMDB-13950,All About the Benjamins,2016,117,Comedy,Telugu,India,R,0,113000000,33900000,7.6,5.8,6.6,Medium
TMDB-12158,Vampire in Brooklyn,2021,85,Romance,French,France,PG-13,0,46000000,13800000,9.8,6.1,7.7,High
TMDB-11586,Exorcist II: The Heretic,2023,130,Romance,Telugu,India,PG-13,0,96000000,28800000,8.4,7.9,7.7,High
TMDB-10008,An American Haunting,2004,149,Horror,German,France,PG-13,0,5000000,1500000,7.6,7.3,7.2,Medium
TMDB-2830,My Boss's Daughter,2017,88,Sci-Fi,Korean,France,PG-13,0,114000000,34200000,9.8,6.3,7.8,High
TMDB-12403,A Perfect Getaway,2009,134,Mystery,Hindi,India,PG-13,0,10000000,3000000,9.2,6.4,7.6,High
TMDB-34563,Our Family Wedding,2010,96,Thriller,Japanese,France,PG-13,0,107000000,32100000,9.2,8.2,8.2,High
TMDB-14557,Dead Man on Campus,2011,105,Romance,Japanese,France,R,0,36000000,10800000,6.8,6.8,6.6,Medium
TMDB-10368,Tea with Mussolini,2012,126,Thriller,English,USA,R,0,37000000,11100000,6.8,6.9,6.7,Medium
TMDB-10280,Thinner,2022,115,Action,English,USA,R,0,71000000,21300000,7.6,6.2,6.8,Medium
TMDB-12637,"New York, New York",2010,147,Comedy,German,France,PG-13,0,83000000,24900000,9.8,6.1,7.7,High
TMDB-34152,Crooklyn,2001,159,Mystery,English,USA,PG-13,0,50000000,15000000,9.8,6.9,8.0,High
TMDB-14434,I Think I Love My Wife,2017,97,Animation,Hindi,India,PG-13,0,18000000,5400000,8.4,6.2,7.2,Medium
TMDB-11470,Jason X,2009,131,Drama,Tamil,India,R,0,82000000,24600000,6.8,6.3,6.5,Medium
TMDB-10741,Bobby,2008,144,Horror,Telugu,India,R,0,105000000,31500000,6.8,7.3,6.8,Medium
TMDB-24940,Head Over Heels,2012,121,Thriller,French,France,PG-13,0,37000000,11100000,9.8,7.4,8.2,High
TMDB-82679,Fun Size,2021,86,Drama,Japanese,France,R,0,22000000,6600000,6.8,6.6,6.6,Medium
TMDB-2013,The Diving Bell and the Butterfly,2002,157,Comedy,Telugu,India,PG-13,0,3000000,900000,7.6,7.8,7.4,Medium
TMDB-1440,Little Children,2002,114,Horror,Korean,France,PG-13,0,75000000,22500000,7.6,7.9,7.4,Medium
TMDB-18041,Gossip,2013,113,Sci-Fi,English,USA,PG-13,0,14000000,4200000,8.4,6.1,7.1,Medium
TMDB-28029,A Walk on the Moon,2011,136,Drama,German,France,PG-13,0,12000000,3600000,7.6,6.9,7.0,Medium
TMDB-1123,Catch a Fire,2023,86,Drama,English,USA,PG-13,0,72000000,21600000,9.8,6.6,7.9,High
TMDB-14033,Soul Survivors,2010,169,Horror,English,USA,R,0,35000000,10500000,6.8,7.3,6.8,Medium
TMDB-87729,Jefferson in Paris,2007,162,Animation,Korean,France,PG-13,0,8000000,2400000,9.8,6.7,8.0,High
TMDB-16899,Easy Virtue,2002,117,Comedy,German,France,PG-13,0,3000000,900000,7.6,6.7,7.0,Medium
TMDB-41317,Caravans,2015,102,Animation,French,France,R,0,88000000,26400000,6.8,6.1,6.4,Medium
TMDB-245700,Mr. Turner,2005,123,Sci-Fi,Telugu,India,PG-13,0,54000000,16200000,9.8,10.0,9.1,High
TMDB-37842,Wild Grass,2002,145,Action,Spanish,France,R,0,51000000,15300000,6.8,6.6,6.6,Medium
TMDB-9045,Amen.,2003,141,Drama,French,France,PG-13,0,52000000,15600000,7.6,7.3,7.2,Medium
TMDB-44092,Reign of Assassins,2010,129,Horror,English,USA,PG-13,0,35000000,10500000,9.8,7.0,8.1,High
TMDB-16005,The Lucky Ones,2000,162,Comedy,Spanish,France,PG-13,0,73000000,21900000,9.2,6.4,7.6,High
TMDB-44754,Margaret,2023,161,Drama,Korean,France,PG-13,0,72000000,21600000,7.6,7.6,7.3,Medium
TMDB-23988,Stan Helsing,2000,123,Documentary,English,USA,PG-13,0,49000000,14700000,6.8,8.2,7.1,Medium
TMDB-43949,Flipped,2015,101,Drama,Hindi,India,PG-13,0,112000000,33600000,9.8,7.4,8.2,High
TMDB-142,Brokeback Mountain,2016,147,Comedy,Spanish,France,PG-13,0,113000000,33900000,9.8,6.8,8.0,High
TMDB-9603,Clueless,2006,127,Comedy,Hindi,India,PG-13,0,103000000,30900000,9.2,6.7,7.7,High
TMDB-10712,Far from Heaven,2017,153,Sci-Fi,English,USA,PG-13,0,114000000,34200000,8.4,6.2,7.2,Medium
TMDB-243938,Hot Tub Time Machine 2,2021,129,Mystery,Hindi,India,PG-13,0,70000000,21000000,8.4,7.9,7.7,High
TMDB-10876,Quills,2012,161,Thriller,Hindi,India,PG-13,0,37000000,11100000,7.6,7.0,7.1,Medium
TMDB-86838,Seven Psychopaths,2009,163,Sci-Fi,French,France,PG-13,0,34000000,10200000,7.6,9.0,7.8,High
TMDB-25208,The Caveman's Valentine,2001,153,Sci-Fi,Tamil,India,PG-13,0,74000000,22200000,8.4,5.7,7.0,Medium
TMDB-613,Downfall,2006,123,Documentary,Hindi,India,PG-13,0,79000000,23700000,7.6,10.0,8.1,High
TMDB-1913,The Sea Inside,2001,163,Sci-Fi,Japanese,France,PG-13,0,74000000,22200000,9.2,7.6,8.0,High
TMDB-97370,Under the Skin,2020,136,Thriller,Hindi,India,PG-13,0,117000000,35100000,8.4,7.9,7.7,High
TMDB-801,"Good Morning, Vietnam",2010,121,Thriller,German,France,PG-13,0,107000000,32100000,9.8,6.8,8.0,High
TMDB-70829,The Last Godfather,2017,149,Mystery,Korean,France,PG-13,0,90000000,27000000,7.6,6.8,7.0,Medium
TMDB-54518,Justin Bieber: Never Say Never,2010,122,Comedy,Korean,France,PG-13,0,83000000,24900000,9.8,5.6,7.6,High
TMDB-44214,Black Swan,2021,165,Romance,Telugu,India,PG-13,0,46000000,13800000,9.8,8.5,8.6,High
TMDB-240,The Godfather: Part II,2015,103,Sci-Fi,French,France,PG-13,0,64000000,19200000,9.8,10.0,9.1,High
TMDB-9816,Save the Last Dance,2009,115,Romance,French,France,PG-13,0,106000000,31800000,8.4,7.5,7.6,High
TMDB-10131,A Nightmare on Elm Street 4: The Dream Master,2000,89,Horror,Tamil,India,PG-13,0,25000000,7500000,9.8,8.5,8.6,High
TMDB-339984,Miracles from Heaven,2006,103,Documentary,French,France,PG-13,0,79000000,23700000,8.4,10.0,8.5,High
TMDB-8859,"Dude, Where’s My Car?",2002,124,Horror,English,USA,PG-13,0,75000000,22500000,7.6,6.8,7.0,Medium
TMDB-11967,Young Guns,2023,136,Drama,Hindi,India,PG-13,0,72000000,21600000,7.6,7.3,7.2,Medium
TMDB-239563,St. Vincent,2020,124,Horror,Hindi,India,PG-13,0,45000000,13500000,6.8,8.4,7.2,Medium
TMDB-222899,About Last Night,2007,164,Mystery,German,France,PG-13,0,80000000,24000000,8.4,6.4,7.2,Medium
TMDB-4951,10 Things I Hate About You,2022,126,Thriller,French,France,PG-13,0,47000000,14100000,7.6,10.0,8.1,High
TMDB-10985,The New Guy,2004,115,Action,French,France,R,0,101000000,30300000,6.8,7.3,6.8,Medium
TMDB-9644,National Lampoon's Loaded Weapon 1,2000,156,Thriller,German,France,PG-13,0,97000000,29100000,6.8,7.9,7.0,Medium
TMDB-332567,The Shallows,2018,96,Thriller,Telugu,India,PG-13,0,67000000,20100000,9.8,6.4,7.9,High
TMDB-1954,The Butterfly Effect,2013,117,Animation,Japanese,France,PG-13,0,38000000,11400000,6.8,8.4,7.2,Medium
TMDB-15489,Snow Day,2014,108,Documentary,Telugu,India,PG-13,0,39000000,11700000,7.6,7.5,7.2,Medium
TMDB-15250,This Christmas,2013,119,Mystery,German,France,R,0,110000000,33000000,7.6,5.8,6.6,Medium
TMDB-22345,Baby Geniuses,2017,134,Mystery,English,USA,PG-13,0,90000000,27000000,9.2,5.7,7.3,Medium
TMDB-9448,The Big Hit,2013,103,Sci-Fi,French,France,R,0,14000000,4200000,6.8,6.2,6.4,Medium
TMDB-38223,Harriet the Spy,2022,105,Action,Hindi,India,R,0,71000000,21300000,6.8,5.8,6.3,Medium
TMDB-11186,Child's Play 2,2021,139,Mystery,Japanese,France,R,0,70000000,21000000,6.8,6.2,6.4,Medium
TMDB-136835,No Good Deed,2010,105,Action,Spanish,France,PG-13,0,11000000,3300000,7.6,7.2,7.1,Medium
TMDB-5876,The Mist,2006,118,Documentary,Tamil,India,PG-13,0,79000000,23700000,9.2,10.0,8.8,High
TMDB-264660,Ex Machina,2005,116,Drama,Hindi,India,R,0,102000000,30600000,6.8,6.3,6.5,Medium
TMDB-492,Being John Malkovich,2011,122,Animation,Korean,France,PG-13,0,108000000,32400000,9.2,7.0,7.8,High
TMDB-25462,Two Can Play That Game,2023,92,Animation,Telugu,India,PG-13,0,48000000,14400000,7.6,8.0,7.4,Medium
TMDB-238603,Earth to Echo,2015,136,Drama,French,France,PG-13,0,112000000,33600000,7.6,8.2,7.5,High
TMDB-10691,Crazy/Beautiful,2021,108,Sci-Fi,Hindi,India,PG-13,0,94000000,28200000,9.2,6.8,7.7,High
TMDB-1251,Letters from Iwo Jima,2002,138,Documentary,Telugu,India,PG-13,0,99000000,29700000,9.8,7.2,8.1,High
TMDB-5172,The Astronaut Farmer,2004,125,Action,Tamil,India,PG-13,0,101000000,30300000,9.8,10.0,9.1,High
TMDB-58680,Woo,2022,153,Documentary,Spanish,France,R,0,119000000,35700000,7.6,6.4,6.9,Medium
TMDB-264644,Room,2004,118,Documentary,Korean,France,PG-13,0,29000000,8700000,6.8,7.9,7.0,Medium
TMDB-14577,Dirty Work,2011,135,Romance,Korean,France,PG-13,0,36000000,10800000,7.6,10.0,8.1,High
TMDB-11592,Serial Mom,2002,158,Documentary,Telugu,India,PG-13,0,99000000,29700000,8.4,10.0,8.5,High
TMDB-16406,Dick,2014,121,Thriller,Spanish,France,PG-13,0,87000000,26100000,9.2,6.8,7.7,High
TMDB-19052,Light It Up,2020,124,Horror,Telugu,India,R,0,45000000,13500000,6.8,6.3,6.5,Medium
TMDB-3682,54,2008,137,Comedy,Tamil,India,PG-13,0,33000000,9900000,6.8,9.1,7.4,Medium
TMDB-9683,Bubble Boy,2009,140,Romance,Korean,France,R,0,106000000,31800000,6.8,7.2,6.8,Medium
TMDB-2084,Birthday Girl,2017,118,Sci-Fi,English,USA,R,0,114000000,34200000,6.8,7.4,6.9,Medium
TMDB-107811,21 & Over,2013,113,Sci-Fi,Hindi,India,R,0,14000000,4200000,7.6,6.6,6.9,Medium
TMDB-2266,"Paris, je t'aime",2020,140,Action,English,USA,PG-13,0,21000000,6300000,7.6,10.0,8.1,High
TMDB-13074,Resurrecting the Champ,2016,113,Documentary,Tamil,India,PG-13,0,89000000,26700000,9.8,6.1,7.7,High
TMDB-144340,Admission,2010,113,Documentary,French,France,PG-13,0,59000000,17700000,9.8,8.5,8.6,High
TMDB-48217,The Widow of Saint-Pierre,2017,115,Romance,Spanish,France,R,0,66000000,19800000,6.8,6.9,6.7,Medium
TMDB-28211,Chloe,2005,101,Drama,English,USA,PG-13,0,102000000,30600000,9.8,7.3,8.2,High
TMDB-47502,Faithful,2016,153,Documentary,Japanese,France,R,0,89000000,26700000,6.8,6.2,6.4,Medium
TMDB-9950,Find Me Guilty,2018,105,Action,German,France,PG-13,0,91000000,27300000,9.8,7.4,8.2,High
TMDB-84892,The Perks of Being a Wallflower,2022,113,Documentary,Spanish,France,R,0,119000000,35700000,6.8,7.3,6.8,Medium
TMDB-24227,Excessive Force,2012,126,Thriller,Tamil,India,R,0,37000000,11100000,6.8,5.8,6.3,Medium
TMDB-9672,Infamous,2004,105,Action,German,France,PG-13,0,101000000,30300000,8.4,6.6,7.3,Medium
TMDB-44853,The Claim,2020,91,Thriller,Telugu,India,PG-13,0,117000000,35100000,9.8,5.8,7.6,High
TMDB-157544,The Vatican Tapes,2021,150,Romance,Korean,France,R,0,46000000,13800000,6.8,6.1,6.4,Medium
TMDB-59678,Attack the Block,2007,115,Romance,Korean,France,PG-13,0,56000000,16800000,6.8,8.8,7.3,Medium
TMDB-79777,In the Land of Blood and Honey,2001,92,Animation,French,France,PG-13,0,98000000,29400000,8.4,6.3,7.2,Medium
TMDB-158011,The Call,2011,125,Romance,French,France,PG-13,0,36000000,10800000,9.8,6.3,7.8,High
TMDB-407887,Operation Chromite,2006,86,Thriller,German,France,R,0,7000000,2100000,6.8,6.7,6.6,Medium
TMDB-17043,The Crocodile Hunter: Collision Course,2003,146,Drama,Hindi,India,R,0,52000000,15600000,6.8,6.7,6.6,Medium
TMDB-8952,I Love You Phillip Morris,2023,151,Drama,Japanese,France,PG-13,0,72000000,21600000,8.4,9.1,8.2,High
TMDB-62204,Quest for Fire,2015,124,Mystery,Korean,France,PG-13,0,40000000,12000000,9.2,7.3,7.9,High
TMDB-13435,Antwone Fisher,2011,131,Drama,Korean,France,R,0,12000000,3600000,7.6,6.2,6.8,Medium
TMDB-17187,The Emperor's Club,2018,166,Thriller,Hindi,India,PG-13,0,67000000,20100000,8.4,6.1,7.1,Medium
TMDB-319,True Romance,2011,159,Mystery,Tamil,India,PG-13,0,60000000,18000000,9.8,9.8,9.0,High
TMDB-59457,Womb,2010,158,Documentary,Japanese,France,R,0,59000000,17700000,6.8,6.8,6.6,Medium
TMDB-9504,Glengarry Glen Ross,2021,90,Romance,Spanish,France,PG-13,0,46000000,13800000,8.4,7.3,7.5,High
TMDB-37414,The Killer Inside Me,2023,91,Drama,Hindi,India,PG-13,0,72000000,21600000,9.8,6.1,7.7,High
TMDB-6217,Cat People,2017,148,Sci-Fi,Japanese,France,PG-13,0,114000000,34200000,9.8,6.2,7.8,High
TMDB-26688,Sorority Row,2006,119,Horror,German,France,PG-13,0,55000000,16500000,6.8,9.4,7.5,High
TMDB-43867,The Prisoner of Zenda,2001,121,Drama,Tamil,India,R,0,2000000,600000,6.8,6.4,6.5,Medium
TMDB-6615,Lars and the Real Girl,2010,103,Documentary,Tamil,India,PG-13,0,59000000,17700000,9.2,6.8,7.7,High
TMDB-14574,The Boy in the Striped Pyjamas,2000,110,Action,Telugu,India,PG-13,0,1000000,300000,7.6,7.3,7.2,Medium
TMDB-16,Dancer in the Dark,2000,126,Thriller,English,USA,PG-13,0,97000000,29100000,8.4,8.5,8.0,High
TMDB-39780,Oscar and Lucinda,2022,139,Horror,English,USA,R,0,95000000,28500000,7.6,5.7,6.6,Medium
TMDB-21612,The Funeral,2023,161,Drama,German,France,R,0,72000000,21600000,6.8,6.9,6.7,Medium
TMDB-36691,Solitary Man,2015,141,Drama,Hindi,India,PG-13,0,112000000,33600000,7.6,8.2,7.5,High
TMDB-23631,Machete,2006,169,Horror,Telugu,India,PG-13,0,55000000,16500000,9.8,8.5,8.6,High
